,laplacian
307,-0.09210469829302456
308,-0.15458452021704666
309,0.04030662589396605
310,0.11327574655187594
311,0.4722854097818784
312,-0.20715399468777565
313,-0.11072521857325764
314,-0.11382520817983635
315,-0.1798204065961767
316,-0.070221789305683
317,-0.10983525768605842
318,-0.1925885052127894
319,-0.1969757782537702
320,-0.10321281255115533
321,0.0579281374064046
322,-0.0799962106335923
323,-0.16829501410673928
324,-0.144695721783328
325,-0.243189772818546
326,-0.2302000854175048
327,0.023773581210280267
328,-0.16501837836305866
329,-0.1699956982655045
330,-0.17771145738213834
331,-0.17769483974088165
332,-0.00095406510447348
333,-0.1300607518553601
334,1.1355336868528512
335,0.19884744299507603
336,-0.08502003021828189
337,-0.23133741852603384
338,-0.2380486403985892
339,-0.16674450092708765
340,-0.21458828180261108
341,0.051014235826559284
342,-0.17870771874141764
343,-0.14360128170353714
344,-0.09701549917140792
345,-0.12791564012770096
346,-0.1354589715347607
347,1.5148288168495074
348,-0.17112467691843164
349,-0.18802713495745726
350,-0.14667479556907145
351,-0.2220418217568308
352,-0.04776045708164732
353,-0.07573740676388631
354,-0.18618451203548364
355,0.05484788161790071
356,-0.15366665805408722
357,-0.1832780251524513
358,-0.10525080503155952
359,-0.0733636729040087
360,-0.17823748336209272
361,-0.03158382784023669
362,3.9763790612935033
363,-0.2739850453386361
364,-0.1802751174731506
365,-0.22937087076963897
366,-0.2679688649684005
367,0.4589675370257112
368,-0.139581835241166
369,-0.2101972913787048
370,0.09905441965040973
371,-0.18452378314410126
372,-0.15625027185758605
373,-0.1655044423090472
374,5.035162643334523
375,-0.04108926933954807
376,8.739132220095707
377,-0.19205317570344468
378,-0.07942702338586319
379,-0.18243784023973975
380,0.2012834360627889
381,0.07463638634222226
382,3.0252423257112633
383,-0.013325768077127455
384,0.03711833695759608
385,-0.17230845326479494
386,2.8200217817244537
387,-0.09408944932795897
388,-0.18574961057274772
389,0.039537290744882526
390,-0.12226250829611553
391,0.10961686371524718
392,-0.12824905426886596
393,0.30110510734493345
394,5.953532569471762
395,-0.24965538278588245
396,-0.184925621858599
397,-0.09983825773619484
398,0.00905998429139619
399,-0.13697861176496112
400,-0.1967200764923147
401,0.16081074542431914
402,-0.1262028908336064
403,0.2334664805957873
404,4.922022210608784
405,-0.1694774571476861
406,-0.14324782568608385
407,0.575789932418166
408,-0.17022961221952
409,-0.002637501604912761
410,-0.06796586514992338
411,-0.21939381926814108
412,-0.16054636154505994
413,-0.17042509392367242
414,0.2542983722220005
415,-0.1805456326446659
416,-0.2501017746658232
417,-0.20279149016297585
418,-0.2171030362515432
419,-0.2577446472971485
420,-0.1384023302211609
421,-0.08117868219526315
422,-0.05408696717743322
423,-0.010374724057959141
424,-0.10770052312869803
425,6.799323446352174
426,-0.1524975159951691
427,0.635886689773169
428,-0.08645802584540349
429,-0.1328759125078059
430,-0.0979017279851434
431,1.2407419218158808
432,5.5740000849668325
433,-0.18311820020090933
434,-0.15230667358961542
435,0.9413721993825714
436,-0.08078903855714728
437,-0.2353535782284921
438,5.10126382288678
439,-0.1296249068003482
440,-0.20114071605809872
441,-0.24674206982226
442,-0.13378324875537695
443,-0.19075314358339307
444,-0.1403116674197983
445,-0.19683038387397284
446,-0.22126903961387734
447,-0.1702242763341922
448,-0.1840717511484526
449,-0.22365139167354575
450,-0.21309824826999832
451,-0.08968163919791221
452,0.004751180100927809
453,-0.1837436368058868
454,-0.19288598231449472
455,0.03478197707533227
456,-0.12320503617436368
457,0.11755033870014815
458,0.7309377560677659
459,-0.10234951686649836
460,-0.15788743287024345
461,-0.1711309104411309
462,-0.17822533269320795
463,-0.1067429493689261
464,-0.20165480906476432
465,-0.13335538234444186
466,-0.10189384697852724
467,-0.15096338713961438
468,1.6276990641027889
469,0.0481877013065908
470,-0.19551592862704545
471,-0.1303741266994958
472,-0.18999440154373276
473,-0.09623354182615708
474,-0.14292106185257045
475,0.1725403959720817
476,-0.09246681705607372
477,0.020951044317759036
478,-0.19522185596854869
479,-0.21833418915891947
480,-0.1675668054094943
481,1.5291073536434043
482,-0.17459717392480853
483,-0.14597086462369988
484,-0.12330288745622765
485,-0.2028737301078092
486,-0.14630630254749186
487,-0.07262065170508078
488,-0.1237974473447723
489,-0.21200907815695166
490,-0.1674736831353429
491,-0.19115069666391613
492,0.12564621725564729
493,5.508029946177616
494,-0.1445454182555074
495,-0.1855300225201761
496,-0.14130398272573988
497,-0.09815047487312203
498,-0.1861594146791264
499,-0.17207349344491002
500,5.180885712983269
501,-0.16361090099678927
502,-0.14203944285551326
503,-0.13896345738347052
504,-0.1755120632765287
505,-0.13790060471616272
506,-0.13684675777030278
507,-0.06402768473647158
508,-0.2101933918812983
509,-0.13506673495203927
510,-0.08004377840281106
511,-0.006222584639850306
512,-0.04490787212048162
513,-0.17501879255850716
514,-0.14893060307777498
515,-0.14007875342507045
516,-0.23407780887255286
517,-0.12357755065793427
518,-0.059426710618879865
519,-0.09993037230605396
520,-0.0965339275341066
521,-0.15903453259820974
522,-0.055348677774239005
523,-0.13602259872193484
524,0.07992423560614409
525,-0.1593183115174039
526,-0.2219874280991357
527,-0.14265964631144468
528,-0.13768082268763868
529,0.12200408286787462
530,-0.05788106865568391
531,-0.08148015061712313
532,-0.11348219825971258
533,0.08643797829229938
534,-0.15107841154744078
535,-0.22838330921097716
536,-0.17775731992598656
537,-0.14265964631144468
538,0.18518038501639544
539,-0.1553810858606268
540,-0.2285445231370931
541,-0.2225757447416261
542,-0.1714773642031422
543,-0.2152396948140503
544,3.5348250623509867
545,0.02588513878286622
546,-0.17856831452123675
547,-0.20765748913383314
548,-0.10624504104235306
549,-0.22244501068454992
550,-0.2357274390809204
551,0.19824188530010156
552,-0.18710769932946555
553,-0.12666624996413142
554,1.0958794264070386
555,-0.12161095825826032
556,-0.005758608264118819
557,-0.22841737606290985
558,-0.1666544004680412
559,-0.16231996609963315
560,-0.28076912444661456
561,-0.15469719925999775
562,-0.0628920795787204
563,-0.2128130977167272
564,-0.18265223077327866
565,-0.18576428826560132
566,-0.10253340705831697
567,-0.2187415091418677
568,-0.1066356878916365
569,-0.04252590306945851
570,0.16202060348641606
571,-0.21295049099587102
572,0.3275292999743681
573,-0.14412645593555348
574,-0.13376689385416138
575,0.11939380888780272
576,-0.02151387358212806
577,-0.12920685768500953
578,0.009554981776561632
579,1.5652311567460515
580,-0.22147945661801174
581,-0.20925792211660926
582,-0.06378861458731051
583,-0.03070773622873155
584,-0.11604287033865762
585,-0.10368652446560307
586,-0.17677407204013465
587,0.6155183663647276
588,-0.08038361595668361
589,0.11529554064991432
590,0.41533020840702795
591,-0.19492130334492025
592,-0.12878460881475104
593,0.6332440603944132
594,-0.21865112679057108
595,-0.08942637060206599
596,-0.2819085339830221
597,-0.2380799533041132
598,-0.200964659694246
599,-0.16189159118878424
600,-0.26825749328093984
601,-0.2367893859528549
602,-0.2046856185685702
603,-0.22105132925461865
604,-0.16116864222308094
605,-0.20552799780539507
606,-0.17136395055694328
607,-0.2434880259558037
608,-0.13978740215250293
609,-0.20302014188651435
610,-0.1618236410643143
611,-0.17533434858631786
612,-0.1295269730831133
613,-0.12449771540255092
614,-0.2691331705173829
615,-0.15637224979453174
616,-0.12894794049819633
617,-0.23652638436330656
618,-0.1911068376313977
619,-0.1989254097540228
620,-0.14337866065211569
621,-0.16424452588602695
622,-0.1296890650911547
623,-0.2113438535200132
624,-0.19252798169507893
625,-0.2587392075395869
626,-0.2403487464053808
627,-0.15096783173444428
628,-0.15740775551480027
629,-0.2332458634803647
630,-0.24897596647155346
631,-0.12988726335309994
632,-0.15519868975529785
633,-0.22126136396183715
634,-0.18609139270501088
635,-0.18347096680677566
636,-0.19600352409588984
637,-0.2042596584032269
638,-0.19412463445000333
639,-0.23281665467372945
640,-0.18232522377358407
641,-0.18591884941042466
642,-0.14651776313810666
643,-0.2039805142059576
644,-0.09229333784758248
645,0.5298182276303294
646,-0.15044980298409447
647,-0.2407871727748128
648,-0.12431109993584274
649,-0.1759196273571875
650,-0.1817265195803492
651,-0.15942069391578229
652,-0.13449692148041986
653,-0.23864405096750035
654,-0.19472813442825684
655,-0.13931300149246614
656,-0.1902344547625836
657,-0.15510469919224826
658,-0.1690538018862867
659,-0.09962447518699166
660,-0.09689834098714667
661,-0.21355062011446144
662,-0.23047731303256014
663,-0.060221409925680765
664,-0.17912007468589358
665,-0.12451629910488266
666,-0.2408211586533869
667,-0.1716329960233248
668,-0.1993714091934631
669,-0.1678174180064188
670,-0.10450929610962596
671,0.30000469402273233
672,-0.152455919758368
673,-0.17439135801871278
674,-0.20269914827915425
675,-0.1916419211993196
676,-0.20069039413303774
677,-0.2323433011960475
678,-0.09383568315939617
679,-0.18219142536223665
680,-0.002892432946047558
681,-0.16194269876621434
682,-0.20721347959545572
683,0.245062074632636
684,-0.16222398552496625
685,-0.21758669660358396
686,0.0040274784865089504
687,-0.0364621135983003
688,-0.1823235135959502
689,-0.15934070864023836
690,-0.1474189484485431
691,-0.18627700603465164
692,-0.20386074034814036
693,-0.1423075292100896
694,-0.051703536447533185
695,-0.13041648744804615
696,-0.1700257361727185
697,-0.22357431580292889
698,-0.1949824115806948
699,0.677540872294344
700,-0.1442053302601492
701,-0.2170350365081403
702,-0.1616191751444081
703,-0.11470226445596092
704,-0.2198267090393764
705,-0.1876859175811501
706,-0.15250169894508891
707,-0.07929791031376135
708,-0.10543730148201694
709,-0.1674990061706503
710,-0.09815741426954824
711,-0.19748687570354007
712,-0.1701160841445294
713,-0.16716028735414593
714,-0.21477993522254774
715,-0.2323904691344777
716,-0.16019297101169475
717,-0.023253187551668667
718,-0.1271721046363327
719,-0.1853851292546092
720,-0.06123068967975132
721,-0.16217653790731515
722,-0.0732483095490874
723,-0.2795390025124415
724,-0.2022231212605595
725,-0.2119118342967636
726,-0.16697228525526955
727,-0.2030553124216023
728,-0.15214798562292015
729,-0.20897711769947275
730,0.17926118354882392
731,-0.07056987228329029
732,-0.12942156510532554
733,-0.08038305778056162
734,0.17827103098022262
735,0.328427071388374
736,-0.2235666390768576
737,-0.12600895599330136
738,-0.1951511216542614
739,-0.20894157959993226
740,-0.15181375459951313
741,-0.14141342845720636
742,-0.17738693563926433
743,-0.11968505099097955
744,-0.13942393592676866
745,-0.1681248880334565
746,-0.2227588729595444
747,-0.055447393676223804
748,-0.17719883779984533
749,-0.18942435154383536
750,-0.1048824399072106
751,-0.1977299265930975
752,-0.1831142323790829
753,-0.2068902112895846
754,-0.19017983797064836
755,-0.11270684538849852
756,-0.08957434789890137
757,-0.2121159576712595
758,-0.11666845042603642
759,-0.1054959886584846
760,-0.11255073088369734
761,-0.18551141820220154
762,0.5224382630803246
763,-0.10382175701546112
764,-0.1385670154203973
765,-0.10870341169245908
766,-0.2634700228059751
767,-0.009421359702903821
768,-0.11428217159758455
769,-0.216017202503902
770,-0.22069712421836168
771,-0.22787054866387554
772,-0.1872303585501893
773,0.07517048514792303
774,-0.22006494221223802
775,-0.11437009030455128
776,-0.21566265169736093
777,-0.027231497051895287
778,-0.15478920517469522
779,-0.15781460947781212
780,-0.15694532219402058
781,-0.0701678950568749
782,-0.20386490423817635
783,-0.2305847801742743
784,-0.038325042195131435
785,-0.13022025953903926
